Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
Hallenbad Vital & Sporthotel Brixen;6364;Brixen im Thale;Dorfstraße 13 ;;;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.450214;12.263371
Strandbad Brixen im Thale;6364;Brixen im Thale;Schwimmbadweg 23 ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.447697;12.25341
Hotel Elisabeth;6365;Kirchberg in Tirol;Aschauer Straße 75;;https://www.hotel-elisabeth-tirol.com/de/;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.431491550000004;12.318617451370187
Hotel Sonne;6365;Kirchberg in Tirol;Seestraße 15;;https://wellness.hotelsonne.com/de/kirchberg-tirol?gad_source=1&gclid=EAIaIQobChMI48Gs0fOvhwMV9rKDBx1GTQC8EAAYASAAEgLq0_D_BwE;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4461773;12.318832075612484
Strandbad Kirchberg i. T.;6365;Kirchberg in Tirol;Seestraße 50 ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.446240700000004;12.322317899086798
Freibad Reith bei Kitzbühel;6370;Reith bei Kitzbühel;Cordial-Platz 1 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.467143899999996;12.349360280878688
Hallenbad Reith bei Kitzbühel;6370;Reith bei Kitzbühel;Cordial-Platz 1 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.467143899999996;12.349360280878688
Schwarzsee;6370;Kitzbühel;Hinterstadt 18;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.446417749999995;12.39005023617365
Schwimmbad Badezentrum Kurhaus Aquarena;6370;Kitzbühel;Klostergasse 2 ;;;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4448943;12.389129881160885
Freibad Oberndorf - Bichlachbad;6372;Oberndorf in Tirol;Alfons-Walde-Weg 4 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4991853;12.380959994453907
Freibad Jochberg;6373;Jochberg;Schwimmbadweg 1 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3838493;12.42249379885159
Panorama Badewelt Freibad;6380;St. Johann in Tirol;Paß-Thurn-Straße 3 ;;www.st.johann.tirol.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5216726;12.420856843515233
Panorama Badewelt Hallenbad;6380;St. Johann in Tirol;Paß-Thurn-Straße 3 ;;www.st.johann.tirol.at;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5216726;12.420856843515233
Freibad und WellnessCenter Kaiserquell;6382;Kirchdorf in Tirol;Kaiserstraße 2 ;;www.kaiserquell.com;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5569888;12.444552286243324
Aubad Fieberbrunn;6391;Fieberbrunn;Schulweg 1 ;geschlossen;www.aubad.at;Frei- & Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4819827;12.537734664585551
Strandbad Fieberbrunn Lauchsee;6391;Fieberbrunn;Lauchseeweg 19;;www.aubad.at;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.47184;12.533932889999118
Freischwimmbad Inzing;6401;Inzing;Sportplatzweg 35 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.275166549999994;11.18977858482933
Sportzentrum Telfs;6410;Telfs;Franz-Rimml-Straße 4 ;;www.sportzentrum-telfs.at;Frei- & Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3030876;11.0664968
Badesee Mieming;6414;Mieming;See 100 ;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.292509550000005;10.975894731721699
Freibad Mieming - Barwies;6414;Mieming;Barwies 36 a;;http://www.twv.at/tipps-schwimmbad-schwimmbad_barwies.htm;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.30377888405543;10.971696689278723
Hallenbad Wildermieming;6414;Wildermieming;Wildermieming 6 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.311892;11.003047
Schwimmbad Haiming;6425;Haiming;Wiesrainstraße 14;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.244577;10.877259
Ankerpunkt;6430;Tillmitsch;Heidenwaldweg 3;;https://www.ankerpunkt.at/;Naturbadeanlage;Steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;46.823056;15.529772
Freibad Sautens;6432;Sautens;Mühlgasse 16 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2110421;10.86616145
Erlebnisbad Ötz;6433;Ötz;Örlachweg 22;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.200179649999995;10.905385313321483
Strandbad Piburger See;6433;Ötz;Seestraße 1;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;48.38333;15.35
Aqua Dome Längenfeld;6444;Längenfeld;Oberlängenfeld 140;;https://www.aqua-dome.at/de/;Therme;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.069963;10.9649788
Freizeit Arena - Sölden;6450;Sölden;Gemeindestraße 4;;https://www.freizeit-soelden.com/de/home.html;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;46.9692845;11.011124983475103
Schwimmbad Imst;6460;Imst;Schwimmbadweg 20;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.240465;10.746068
Hallenbad Nassereith;6465;Nassereith;Fernpaß-Straße 4c ;;www.tschirgantbad.at;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.3190988;10.8315596
Freizeitzentrum Wenns;6473;Wenns;Sankt Margarethen 640 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.161174;10.732104
Badesee Stillebach mit Kneipp-Anlage;6481;St. Leonhard im Pitztal;Stillebach 83;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.04633805;10.862985706679552
Hallenbad Hotel Vier Jahreszeiten;6481;St. Leonhard im Pitztal;Mandarfen 73 ;;www.hotel-vier-jahreszeiten.at;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;46.9682775;10.870021377234638
Hallenbad Jägerhof;6511;Zams;Hauptstraße 52 ;;;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.15434;10.585842
Strandbad Ried ;6531;Ried im Oberinntal;Ried i.O. 98 ;;www.ried-oberinntal.tirol.gv.at;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.053564;10.652266
Freibad Ladis;6532;Ladis;Am Weiher 2 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.076194;10.650164
Überwasser Ladis;6532;Ladis;Überwasser 7 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.063255;10.640354
Hotel Laurentius Fiss;6533;Fiss;Leiteweg 26;;https://www.familienhotel-laurentius.com/;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.0545687;10.6115766
Freibad Serfaus/Freibad Paltöll;6534;Serfaus;Platöll;;www.serfaus.com;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.0385261444853;10.609902852361834
Hallenbad Serfaus;6534;Serfaus;Dorfbahnstraße 15 ;;www.schalber.com;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.03752095;10.61209699098768
Freibad Pfunds;6542;Pfunds;Dorf 643 ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;46.970195399999994;10.54340585
Erlebnisbad Tirolerhof Beauty & Wellness Hotel;6543;Nauders;Dr.-Tschiggfrey-Str 27 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;46.89373481509937;10.499199262560788
Schwimmbad Hotel Erika;6543;Nauders;Nauders 247 ;;;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;46.885394;10.503326
Schwimmbad Hotel Regina;6543;Nauders;Nauders 215 ;;;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;46.891434;10.499496
Badesee See;6553;See;Au;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.08368960143827;10.46835495520462
Freibad Ischgl;6561;Ischgl;Waldbadweg 6 ;;www.silvretta.at;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.005542;10.283307
Hallenbad Ischgl;6561;Ischgl;Waldbadweg 6 ;;www.silvretta.at;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.005542;10.283307
Vaya Galtür ;6563;Ischgl;Galtür 47 B;;;Hotelanlage;Tirol;Petra Freilinger ;ja;;;;nein;nein;;;1;46.968086;10.187187
Wellnesspark Pettneu am Arlberg GmbH;6574;Pettneu am Arlberg;Pettneu am Arlberg 235, c ;;https://www.wellnesspark-arlberg.at/;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.142096;10.341478
Hallenbad Pettneu am Arlberg;6575;Pettneu am Arlberg; 235c ;;www.wellnesspark-arlberg.at/;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.151458;10.35931
ARLBERG WellCom Wellness Zentrum Schwimmbad;6580;St. Anton am Arlberg;Hannes-Schneider-Weg 11 ;;www.arlberg-well.com;Frei- & Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.1304336;10.2654253
Schwimmbad Grins;6591;Grins;Grins 99f;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.1432357;10.511915226771611
Alpentherme Ehrenberg Reutte;6600;Reutte;Thermenstraße 10;;https://www.alpentherme-ehrenberg.at/;Therme;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.48584712582855;10.729322238999737
Plansee;6600;Reutte;Metallwerk-Plansee-Straße 71;;https://www.plansee.com/de/unternehmen/kontakt/oesterreich.html;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4945954;10.736818533333334
Strandbad Urisee;6600;Reutte;Urisee 8;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.497448747669345;10.736829011913436
Badeteich Bichlbach;6621;Bichlbach;Hinterbichl 170 ;;;Naturbadeanlage Plus;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4204978;10.789158
Swimmbad Bärenbad Berwang;6622;Berwang;Berwang 91;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.41391315;10.74923501909908
Hallenbad Edelweiß;6631;Lermoos;Danielstr. 7 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.40366215;10.880849832765469
Kinderhotel Alpenrose Lermoos;6631;Lermoos ;Danielstrasse 3;;https://www.hotelalpenrose.at/?pk_campaign=AdWords-SEOC-Search-Alpenrose-CH-Brand_AD63&gad_source=1&gclid=EAIaIQobChMIyO2yzPKvhwMV25GDBx0Mlg34EAAYASAAEgIPk_D_BwE;Hotelanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.402991;10.8809321
Panoramabad Lermoos;6631;Lermoos;Reuttener Straße 20;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.406984300000005;10.874641999419442
Familienhallenbad;6632;Ehrwald;Hauptstraße 21 ;geschlossen;www.familienbad.at;Frei- & Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.401393;10.91843
Blindsee;6633;Biberwier;Blindsee;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.362241850000004;10.847519020832156
Freibad Elbigenalp;6652;Elbigenalp;Obergiblen  ;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.279395;10.412669
Hallenbad Elbigenalp;6652;Elbigenalp;Untergiblen 21 ;;;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.287481;10.429624
Hallenbad Steeg;6655;Steeg;Steeg 30 ;;www.aquanova.at/sixcms/list.php/startseite aquanova;Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.2432222;10.294537
Schwimmbad Weißenbach;6671;Weißenbach am Lech;Schwimmbadweg 21;;;Freibad;Tirol;noch keine Zuordnung;;;;;nien;nein;;;1;47.4376914;10.635139899999999
Strandbad Nesselwängle;6672;Nesselwängle;Nesselwängle74;;;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.4842351;10.6121926
Strandbad Grän;6673;Grän;Seewiesenweg 11 ;;www.rotflueh.com;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.490269;10.568805
Wasserwelt Haldensee;6673;Grän;Seewiesenweg 12 ;;;Frei- & Hallenbad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.490133;10.568763
Hallenbad VS+HS Vils;6682;Vils;Josef-Ahorn-Weg 18 ;;www.hs-vils.tsn.at;Sonstiges (Schulen, öffentl. Einrichtungen, …);Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.546646300000006;10.634767647790314
Freibad Jungholz;6691;Jungholz;Jungholz 55;;;Freibad;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.5721914;10.4465663
VAL BLU Resort;6700;Bludenz;Haldenweg 2a;;;Frei- & Hallenbad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.1570392;9.8327
Alvierbad;6708;Brand bei Bludenz;Muhledorfle 77;;;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.10860155;9.743983092081645
Walgaubad Nenzing;6710;Nenzing;Illstraße 36;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.19437;9.702193
Seewaldsee;6733;Fontella ;Seewald 22;;http://www.seewaldsee.at/;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.245925;9.926002
Schwimmbad Braz;6751;Innerbraz;Gafreuweg 3;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.148655;9.91039367085264
Freibad Dalaas;6752;Dalaas;Klosterralerstraße 70b ;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.123829;9.998589
Schwimmbad Klösterle;6754;Klösterle am Arlberg;Klösterle 60;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.13154005;10.090498974148552
Waldbad Lech;6764;Lech;Tannberg 528;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.204526;10.127323
Lünersee;6773;Vandans;(Lünersee 303);;https://www.luenersee.at/de;Naturbadeanlage;Tirol;noch keine Zuordnung;;;;;nein;nein;;;1;47.062396;9.758931
Rätikonbad Vandans;6773;Vandans;Schwimmbadstraße 8;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.095072;9.869484
Alpenbad Montafon;6774;Tschagguns;Schwimmbadstraße 1;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.071902050000006;9.914122922995258
Allwetterbad Aquarena Montafon;6791;St. Gallenkirch;Galgenulerstraße 199a;;;Frei- & Hallenbad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.020606;9.966582
Mountain Beach;6793;Gaschurn;Mountain Beach 127;;;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;46.993729;10.01723767049662
Schwimmbad Partenen;6794;Gaschurn;Rütler 43;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;46.967351;10.060426
Erlebnis Waldbad Feldkirch;6800;Feldkirch;Stadionstraße 7;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.257853;9.583285
Naturbad Untere Au;6820;Frastanz;Satteinser Straße 9;;;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.2237127;9.634043154022988
Schwimmbad Felsenau;6820;Frastanz;Fellengattner Straße 7;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.226856749999996;9.602176920701867
Paspels Seen;6830;Rankweil;Gisinger Straße ;;;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.281646390007516;9.591538971846521
Erlebnisbad Frutzau;6832;Sulz;Frutzstraße 5;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.2846233;9.645119
Freibad “In der Riebe” Götzis;6840;Götzis;In der Riebe 7;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.3328299;9.6529165
Stadtbad Dornbirn;6850;Dornbirn;Schillerstraße 18;;;Hallenbad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.4100709;9.7443506
Waldbad Enz;6850;Dornbirn;Gütlestraße 16;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.397032949999996;9.760190099664033
Schwimmbad Egg;6863;Egg;Gerbe 522;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.431111;9.901364
Schwimmbad Schwarzenberg;6867;Schwarzenberg;Geroldsegg 6867;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.41278386056891;9.848473070324829
Schwimmbad Bezau;6870;Bezau;Staudenhof 515;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.380321;9.889643
Schwimmbad Mellau;6881;Mellau;Übermellen 545;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.34835905;9.876755870294982
Freubad Au;6883;Au;Neugrund 402;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.318325;9.992689
Waldbad Schoppernau;6886;Schoppernau;Gräsalp 350;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.3094935;10.0132817
Parkbad Lustenau;6890;Lustenau;Mühlefeldstraße 23;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.430363;9.671705
Hallenbad Bregenz;6900;Bregenz;Strandweg 1;;;Hallenbad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.5044652;9.734981588956535
Mili Seebad;6900;Bregenz;Reichsstraße 23a;;;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.50978225;9.752103694661173
Strandbad Bregenz;6900;Bregenz;Strandweg 1;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.5044652;9.734981588956535
Wocherhafen;6900;Bregenz;Wocherhafen;;;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.5067086;9.7013138
Schwarzbad Lochau;6911;Lochau;Landstraße 28;;;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.527976300000006;9.750147370476187
Familienbad Hittisau;6952;Hittisau;Komma 469;geschlossen;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.464009;9.95739
FKK-Strand;6971;Hard;Im Böschen 43;geschlossen;;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.49360925;9.665210017684688
Strandbad Hard;6971;Hard;Kohlplatzstraße 15a;;;Naturbadeanlage Plus;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.49483;9.686947
Naturbadestrand Hörnlebad;6972;Fußach;Hafenstraße;;;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.485854087749516;9.666306249478458
Rohrspitz;6972;Fußach;Rohrspitz;;https://www.salzmann.at/;Naturbadeanlage;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.49856645;9.627825607541993
Freibad Riezlern;6991;Riezlern;Walserstraße 82;;;Freibad;Vorarlberg;noch keine Zuordnung;;;;;nein;nein;;;1;47.35567105;10.182881109446896
Naturbadesee Steinbrunn;7035;Steinbrunn;Steinbrunner See 2;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.836855;16.383266
Wilhelminenhof;7061;Trausdorf an der Wulka;Doktor-Doktor-Stefan-Laszlo-Platz 7;;https://www.wilhelminenhof.at/;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.8140457;16.558039
Badeteich St. Margarethen;7062;St. Margarethen im Burgenland;Ödenburger Straße 1a;;;Naturbadeanlage;Burgenland;noch keine Zuordnung;;;;;nein;nein;;;1;47.8001054;16.619747848794464
Naturschwimmteich Sankt Margarethen;7062;Sankt Margarethen;Ödenburger Straße 1a;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.8001054;16.619747848794464
Am Greiner;7071;Rust;Mörbischstraße 1-3;;https://drescher-touristik.at/hotel-am-greiner/;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;02685 6418;;1;47.797973;16.673336
Drescher ;7071;Rust;Mörbischer Straße 1;;https://drescher-touristik.at/;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;02685 6418;;1;47.797940600000004;16.6736800125934
Drescher ;7072;Mörbisch am Neusiedler See;Hauerstraße 1;;https://drescher-touristik.at/hotel-drescher/;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.751802;16.664767
Seebad Mörbisch;7072;Mörbisch;Seebadgelände;;https://moerbisch.com/seebad;Naturbadeanlage Plus;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.7532964;16.6658697
Freibad Donnerskirchen;7082;Donnerskirchen;Badstraße 23;;;Freibad;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.89243965;16.632018163167935
Storchencamp;7083;Purbach am Neusiedler See;Campingplatz 1;;;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.909101;16.707107
Seebad Breitenbrunn;7091;Breitenbrunn;Seebad;;https://www.neuerstrand.at/;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.916545;16.76643
Seebad Jois;7093;Jois;Jois-Seewiesen;;;Naturbadeanlage;Burgenland;noch keine Zuordnung;;;;;nein;nein;;;1;47.948525462312304;16.794331336861912
Hallenbad Neusiedl am See;7100;Neusiedl am See;Sportzentrum 4;vorübergehend geschlossen;;Hallenbad;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.9375492;16.840713210234295
Neusiedlersee;7100;Neusiedl am See;Seegelände;;https://www.nationalparkneusiedlersee.at/;Naturbadeanlage;Burgenland;noch keine Zuordnung;;;;;nein;nein;;;1;47.93101091154929;16.835548164006383
Seebad Neusiedl am See;7100;Neusiedl am See;Seegelände;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.93101091154929;16.835548164006383
Seebad Weiden am See;7121;Weiden am See;Seebad 1;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.91970015;16.85108593103694
Freibad Gols;7122;Gols;Badgasse 7;;;Freibad;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.8956122;16.921490639533147
Freibad Frauenkirchen;7132;Frauenkirchen;Mönchhoferstraße 17;;;Freibad;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.84533675;16.928551361466482
Landhaus Klambauer;7132;Frauenkirchen;Siedlergasse 12;;;Hotelanlage;Burgenland;Ernst Schügerl;;;;;nein;nein;;;1;47.840494;16.921622
Pannonai & Haus St. Florian;7141;Podersdorf;Seezeile 20;;;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;02177 2245;;1;47.85926445;16.833977247516458
Seebad Podersdorf;7141;Podersdorf;Nordstrand 1;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.8570865;16.8341426
Seewirt;7141;Podersdorf;Strandplatz 1;;https://www.seewirtkarner.at/?utm_source=google&utm_medium=organic&utm_campaign=Knowledge_Graph;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.8586435;16.829798099874225
Nationalpark;7142;Illmitz;Apetlonerstraße 56;;https://www.hotel-nationalpark.com/;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.7584109;16.809419478446422
Seebad Illmitz;7142;Illmitz;Strandbad/Seebad;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.754115;16.742702
Zur Sonne;7142;Illmitz;Apetlonerstrasse 28;;https://www.egermann.info/;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;02175 3293;;1;47.76071465;16.806605046671958
Badesee Apetlon;7143;Apetlon;Apetlon;;;Naturbadeanlage;Burgenland;noch keine Zuordnung;;;;;nein;nein;;;1;47.728972009551214;16.85238912444007
Naturbadesee Apetlon;7143;Apetlon;Kirchengasse 3 ;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.7428661;16.8310928
Naturbadesee Sankt Andrä am Zicksee;7161;Sankt Andrä am Zicksee;Zicksee;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.7889438;16.903573357002788
Naturbadesee Andau;7163;Andau;Freizeitanlage 4502;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.775808;17.0330436
Naturbadesee Neudörfl;7201;Neudörfl;Dammweg;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.80577514551601;16.278614593004956
Naturbadesee Bad Sauerbrunn;7202;Bad Sauerbrunn;Römersee;;https://www.roemersee.at/;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.759938;16.345087
Neubauer Parkhotel ;7202;Bad Sauerbrunn;Postgasse 2;;https://www.parkhotel-neubauer.at/;Hotelanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;02625 322 13;;1;47.7743296;16.3255227
Therme Bad Sauerbrunn;7202;Bad Sauerbrunn;Hartiggasse 4;;https://www.heilbad-sauerbrunn.at/unser-leistungsangebot/heiltherme/heiltherme/;Therme;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.7722823;16.324212965454464
Naturbadesee Forchtenstein;7212;Forchtenstein;Mobilheimplatz;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.710548;16.363836
Naturschwimmteich Rohrbach bei Mattersburg;7222;Rohrbach bei Mattersburg;Bahnstraße 500;;;Naturbadeanlage;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.713325555212435;16.426383430314093
Freibad Deutschkreutz;7301;Deutschkreutz;Ödenburgerstraße 8155;;;Freibad;Burgenland;Gerald Jagschitz;;;;;nein;nein;;;1;47.60453884423479;16.625091250177956
